Step = 10

Force time:              11.795 sec
Mobility time:            0.921 sec
Integration time:        10.296 sec
Cross-slip time:          0.001 sec
Collision time:           0.115 sec
Topology time:            0.064 sec
Remesh time:              0.000 sec
Output time:              0.202 sec

Total time:              14.462 sec

--------------------------------------------------
Step = 20

Force time:              21.912 sec
Mobility time:            1.580 sec
Integration time:        18.807 sec
Cross-slip time:          0.001 sec
Collision time:           0.227 sec
Topology time:            0.125 sec
Remesh time:              0.001 sec
Output time:              0.398 sec

Total time:              26.599 sec

--------------------------------------------------
Step = 30

Force time:              31.794 sec
Mobility time:            2.375 sec
Integration time:        27.114 sec
Cross-slip time:          0.002 sec
Collision time:           0.339 sec
Topology time:            0.186 sec
Remesh time:              0.001 sec
Output time:              0.594 sec

Total time:              38.661 sec

--------------------------------------------------
Step = 40

Force time:              42.718 sec
Mobility time:            3.298 sec
Integration time:        36.653 sec
Cross-slip time:          0.002 sec
Collision time:           0.451 sec
Topology time:            0.246 sec
Remesh time:              0.002 sec
Output time:              0.790 sec

Total time:              52.010 sec

--------------------------------------------------
Step = 50

Force time:              53.799 sec
Mobility time:            4.157 sec
Integration time:        46.085 sec
Cross-slip time:          0.003 sec
Collision time:           0.563 sec
Topology time:            0.307 sec
Remesh time:              0.002 sec
Output time:              0.986 sec

Total time:              65.445 sec

--------------------------------------------------
Step = 60

Force time:              63.172 sec
Mobility time:            4.815 sec
Integration time:        53.896 sec
Cross-slip time:          0.003 sec
Collision time:           0.675 sec
Topology time:            0.370 sec
Remesh time:              0.002 sec
Output time:              1.182 sec

Total time:              76.773 sec

--------------------------------------------------
Step = 70

Force time:              74.359 sec
Mobility time:            5.755 sec
Integration time:        63.598 sec
Cross-slip time:          0.004 sec
Collision time:           0.787 sec
Topology time:            0.431 sec
Remesh time:              0.003 sec
Output time:              1.379 sec

Total time:              90.421 sec

--------------------------------------------------
Step = 80

Force time:              90.029 sec
Mobility time:            7.273 sec
Integration time:        78.144 sec
Cross-slip time:          0.005 sec
Collision time:           0.899 sec
Topology time:            0.492 sec
Remesh time:              0.003 sec
Output time:              1.576 sec

Total time:             109.639 sec

--------------------------------------------------
Step = 90

Force time:             101.998 sec
Mobility time:            8.458 sec
Integration time:        89.001 sec
Cross-slip time:          0.005 sec
Collision time:           1.011 sec
Topology time:            0.553 sec
Remesh time:              0.003 sec
Output time:              1.773 sec

Total time:             124.467 sec

--------------------------------------------------
Step = 100

Force time:             114.382 sec
Mobility time:            9.473 sec
Integration time:        99.736 sec
Cross-slip time:          0.006 sec
Collision time:           1.123 sec
Topology time:            0.614 sec
Remesh time:              0.004 sec
Output time:              1.969 sec

Total time:             139.482 sec

--------------------------------------------------
Step = 110

Force time:             126.699 sec
Mobility time:           10.611 sec
Integration time:       110.737 sec
Cross-slip time:          0.006 sec
Collision time:           1.247 sec
Topology time:            0.675 sec
Remesh time:              0.004 sec
Output time:              2.165 sec

Total time:             154.545 sec

--------------------------------------------------
Step = 120

Force time:             142.070 sec
Mobility time:           12.310 sec
Integration time:       125.296 sec
Cross-slip time:          0.007 sec
Collision time:           1.359 sec
Topology time:            0.736 sec
Remesh time:              0.004 sec
Output time:              2.361 sec

Total time:             173.701 sec

--------------------------------------------------
Step = 130

Force time:             154.604 sec
Mobility time:           13.630 sec
Integration time:       136.871 sec
Cross-slip time:          0.007 sec
Collision time:           1.471 sec
Topology time:            0.797 sec
Remesh time:              0.005 sec
Output time:              2.559 sec

Total time:             189.356 sec

--------------------------------------------------
Step = 140

Force time:             163.031 sec
Mobility time:           14.042 sec
Integration time:       143.566 sec
Cross-slip time:          0.008 sec
Collision time:           1.583 sec
Topology time:            0.858 sec
Remesh time:              0.005 sec
Output time:              2.755 sec

Total time:             199.383 sec

--------------------------------------------------
Step = 150

Force time:             173.931 sec
Mobility time:           14.852 sec
Integration time:       152.868 sec
Cross-slip time:          0.009 sec
Collision time:           1.696 sec
Topology time:            0.921 sec
Remesh time:              0.005 sec
Output time:              2.951 sec

Total time:             212.550 sec

--------------------------------------------------
Step = 160

Force time:             186.223 sec
Mobility time:           15.758 sec
Integration time:       163.610 sec
